SiteID,ValidNode,SiteType,SiteName.x,SiteDescription.x,SiteTypeName.x,RKM.x,RKMTotal.x,Latitude.x,Longitude.x,path,Area.x,Branch,Site type,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area.y,Model_Branch,branch num,PATH,SiteName.y,SiteTypeName.y,Interrogation Site Subbasin Code,SubBasin Name,RKM.y,RKMTotal.y,AntennaGroup,SiteDescription.y,Latitude.y,Longitude.y,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
LLC,NA,INT,Loup Loup Creek Instream Array,"LLC is a permanent PIT Tag interrogation system on Loup Loup Creek.  Loup Loup Creek enters the Okanogan River at RKM 27.2, within the city of Malott, WA.  LLC is located 0.42 km from the confluence with the Okanogan River.  In June 2013, the site consisted of 3 PVC antennas anchored to the stream bed in pass-over configuration.  In January 2018, the instream array was reconfigured with three 10 foot HDPE pipe antennas anchored to the stream bed for pass-over detection.  Antennas are configured in 3 separate rows that span the wetted width at base flow.  Each antenna is power by a Biomark IS1001 reader multiplexed by an IS1001-MC. The site is on grid power running a linear power supply that in turn powers the detection system.  LLC has remote communication abilities provided by a cellular modem.",Instream Remote Detection System,858.028.001,887,48.283501,-119.70824,GRA.Below_GRA.Below_GRA_Other.LLC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLR,NA,INT,Lower Lemhi River,"This is an instream interrogation located on the lower Lemhi River in Salmon, ID. The site consists of two arrays, located serially 15 meters apart with each array having three 20 foot ABS Biomark antennas. At low flow, both arrays cover all but 1 m of the stream channel. Water depth, water temperature, and air temperature probes are installed.",Instream Remote Detection System,522.303.416.001,1242,45.17647509,-113.885278,GRA.Salmon.Lemhi.LLR,Salmon,Lemhi,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,120,lemhi,Lemhi River,25,GRA LLRB0 LLRA0,Lower Lemhi River,Instream Remote Detection System,17060204,Lemhi,522.303.416.001,1242,UPSTREAM ARRAY,"This is an instream interrogation located on the lower Lemhi River in Salmon, ID. The site consists of two arrays, located serially 15 meters apart with each array having three 20 foot ABS Biomark antennas. At low flow, both arrays cover all but 1 m of the stream channel. Water depth, water temperature, and air temperature probes are installed.",45.17647509,-113.885278,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
LLS,NA,INT,Lemhi Little Springs Instream,"In-stream detection system consisting of a tandem array located in Little Springs. The array (LLS) is located 100-meters upstream of the confluence with the Lemhi River. The site consists of two 5ft x 3ft HDPE pipe antennas connected to standalone Biomark IS1001 readers. The site is powered by grid AC with a battery switcher and remote communication is provided by a 4G cellular modem. The site was originally installed in 2011, it was overhauled in 2018.",Instream Remote Detection System,522.303.416.066.000,1307,44.780552,-113.545027,GRA.Salmon.Lemhi.LLR.LRW.LLS,Salmon,Lemhi,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,100,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 LRWB0 LRWA0 LLSB0 LLSA0,Lemhi Little Springs Instream,Instream Remote Detection System,17060204,Lemhi,522.303.416.066.000,1307,UPSTREAM ANTENNA,"Instream detection system consisting of a tandem array located in Lemhi Little Springs.  The array (LLS) located 0.1 km upstream of the confluence with the Lemhi River (N 44.77865, W -113.54208) consists of two arrays , deployed serially 19 m apart, of one 5 ft PVC pipe pass-by antenna each.  LLS is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring on June 14, 2011.  Site electricity power comes from a thermoelectric generator and remote communication is provided by a cellular telephone modem.",44.77865,-113.54208,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
LMA,NA,INT,Lower Monumental Adult Ladders,This interrogation site records detections of PIT-tagged fish in both ladders at Lower Monumental Dam. Each ladder is monitored by two antennas located at the counting windows.,Adult Fishway,522.067,589,46.56256438,-118.5382493,GRA.Below_GRA.Below_GRA_Other.LMA,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMC,NA,INT,Lower Manastash Creek,"LMC is located in Manastash creek 1.4 miles above the confluence to the Yakima river, 80M above the bridge at Barnes Rd. All equipment was purchased by the Kittitas County Conservation District directly from Biomark. Site was installed and will be managed by WDFW personnel. Initial configuration of the site included 3-20ft, Biomark Lite antennas, each spanning the wetted width of the creek. Antenna 1 is upstream, 2 middle, and 3 is the downstream antenna. Antennas 2 and 3 were damaged February 2016 and were replaced in February 2017 with 24 x 8 ft quadrilaterlas constructed with 1 inch PEX. Ten inch posts were used on the bottom of the creek to create a backbone for the antennas.  The posts are secured to the substrate with MR-4 anchors.  The sides of the antennas are secured using anchors on an exposed bank, clamps on trees and one t-post for antenna 3.  Antennas 2 and 3 have a complete field of detection with 24 inches of read range off the coil.  Each antenna is connected to a submersible IS1001 antenna control node which are anchored to the bank. The exciter cable runs 120ft upstream along the left bank to the IS1001-MTS, secured in an enclosure. Grid power is being used to charge the 4-12V batteries located in a Jo-Box under the enclosure.",Instream Remote Detection System,539.253.002,794,46.98861372,-120.6021966,GRA.Below_GRA.Below_GRA_Other.LMC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMJ,NA,INT,Lower Monumental Dam Juvenile,Lower Monumental Dam Juvenile Fish Bypass/Transportation Facility,Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164,GRA.Below_GRA.Below_GRA_Other.LMJ,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMR,NA,INT,Lower Methow River at Pateros,"LMR is a permanent instream PIT tag interrogation site on the Methow River. When first installed with a single row of six antennas, it was located near the WDFW Miller Hole access site at about river kilometer 3. In December 2010, a second row of six antennas was added to the site. In August 2017, the site was relocated 5 kilometers upstream and the two FS1001M transceivers were replaced with a single Biomark/QST QuBe controller.  The site currently consists of two rows of antennas, with each row nearly spanning the wetted width of the channel during base flows. Each row consists of six 20-foot HDPE antennas, installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark/QST QuBe controller. The antennas were built and installed by WDFW. The site is powered by a thermoelectric generator. LMR has remote communication abilities provided by a cellular modem. A submersible pressure transducer and temperature probe sensor are also installed to provide environmental condition data collection.",Instream Remote Detection System,843.008,851,48.074923,-119.956143,GRA.Below_GRA.Below_GRA_Other.LMR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMT,NA,INT,Lower Mainstem Teanaway River,"The lower Teanaway pit tag array was installed in 2010 near the mouth of the Teanaway river, under the HWY 10 bridge .  The site had MUX with 2 rows of 3-20’ schedule 80 PVC antennas and used solar panels to generate power.  After an historic flow event in the fall of 2015 the decision was made to relocate the site to a more stable location and upgrade the equipment with more durable HDPE antennas and IS1001 readers and controller.  In October of 2018, the site was relocated 200’ below Lambert bridge, 5 miles east of Cle Elum Washington (47.174326, -120.836400).  The IS1001 MTS is powered by a 200 Ah 24V battery bank charged with a 24V, 8A Interacter charger which is connected to grid power.  There are two CAN bus trunk lines ~60’ long that are connected to the upper and lower rows of ACNs.  The submersible enclosures for the IS1001s were constructed by Yakama Nation Fisheries and consist of schedule 40 PVC with various fittings.  The submersibles were pressure tested to ensure a water tight enclosure.  They are located 8’ below each antenna and are daisy chained together.  Hydrovolt plugs are located between each submersible for the CAN bus cabling  and from submersible to antenna allowing each component to detatch under extreme flow conditions.  The CAN bus cabling is routed in a straight line 8’ below each row of antennas and is secured to 3/8” stainless steel cable using zip ties.  The stainless steel cable is secured to the substrate with MR-4 anchors, ~10’ apart.  Both rows of antennas consist of 3, 25’X30” HDPE flat plates constructed by Yakama Nation spanning the entire channel under most flow conditions.  The antennas are secured to the substrate using MR-4 anchors and a combination of NRS and ratchet straps. The site was installed in July 2018 by WDFW and Yakama Nation staff and started collecting data on 10/15/2018 at 13:15.",Instream Remote Detection System,539.284.000,823,47.174326,-120.8364,GRA.Below_GRA.Below_GRA_Other.LMT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LNF,NA,INT,Leavenworth NFH Adult Ladder,"The LNF Adult Interrogation site is located in the Leavenworth National Fish Hatcheries adult ladder and holding pond. Returning fish encounter the antennas by moving into the ladder past 04, 03, 02. Upon reaching the adult holding pond a fourth antenna, 01, located on the pondside of the fish trap, is encountered. The site is scheduled to operate annually from May to December to capture Spring Chinook and Coho Salmon returning to the hatchery.",Hatchery Returns,754.041.005,800,47.558465,-120.672248,GRA.Below_GRA.Below_GRA_Other.LNF,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LNR,NA,INT,Lower Naches River,"This site is a permanent instream PIT tag detection system located at rkm 5.3 on the lower Naches river, 700 meters below Nelson dam. Prior to 10/29/2018, the site consisted of one row of five 28 ft x 3 ft flexible antennas mounted to wooden 2 X 4 backbones and anchored to the riverbed with MR-4 anchors.  Due to extreme flow conditions in the Naches river, 3 inch HDPE antennas were constructed by Yakama Nation Fisheries to replace the flexible antennas. An IS1001 MTS was installed to replace the Qube.  The 3-wire cable was replaced with CAN bus with a 100 ft trunk line running to ACN #5.  All IS1001s are daisy chained together with hydrovolt plugs to allow removal/replacement of individual submersible enclosures and antennas.  Five 25 ft x 31 inch HDPE antennas were installed using the existing MR-4 anchors. Additional anchors were installed to secure the IS1001 enclosures that are anchored 8 ft below the row of antennas.  The site is powered with a 5060 Thermo-electric generator fueled with portable propane tanks.",Instream Remote Detection System,539.187.005,731,46.631484,-120.578716,GRA.Below_GRA.Below_GRA_Other.LNR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOP,NA,INT,Lostine River Acc. Pond,Lostine River Acclimation Pond,Monitored Fish Release,522.271.131.042.021,987,45.4206475,-117.4255884,GRA.Below_GRA.Below_GRA_Other.LOP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOR,NA,INT,Lost River at rkm 0.81,"This site is a permanent instream PIT tag detection system located at rkm 0.81 on the Lost River (Methow River Basin), located near the Lost River Airport. The site consists of two rows of three 20-foot antennas. All antennas are installed in flat plate configuration. Each row of antennas spans the wetted width of the channel during base flows. The antennas were built and installed by WDFW. The site is powered by a thermoelectric generator. A Campbell Scientific CR-1000 data logger and cellular modem are installed on site to automate data collection and provide remote communication. A water temperature and pressure probe, and an air temperature probe are also installed on site to monitor environmental conditions. Site removed August 2017.",Instream Remote Detection System,843.122.001,966,48.65538239,-120.5056878,GRA.Below_GRA.Below_GRA_Other.LOR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LRL,NA,INT,Lower Lochsa River Array Site,Site is located in lower 1km of the mainstem Lochsa River.  Site is comprised of thirteen 20ft. antennas with the electronic enclosure located on river left.  The site consists of a single array of antennas and is channel spanning.  The site contains two IS1001-MC units.  The left unit controls antennas 3-11 and the right unit controls antennas 1-2.,Instream Remote Detection System,522.224.120.037.001,904,46.145727,-115.596497,GRA.Clearwater.Lochsa.LRL,Clearwater,Lochsa,INT,Adult/Juvenile,No,No,IDFG,IDFG,Unknown,100,Clearwater,Lochsa River,15,GRA LRL,Lower Lochsa River Array Site,Instream Remote Detection System,17060303,Lochsa,522.224.120.037.001,904,Instream Array,Site is located in lower 1km of the mainstem Lochsa River.  Site is comprised of thirteen 20ft. antennas with the electronic enclosure located on river left.  The site consists of a single array of antennas and is channel spanning.  The site contains two IS1001-MC units.  The left unit controls antennas 3-11 and the right unit controls antennas 1-2.,46.145727,-115.596497,Jason Fortier,Jason.fortier@idfg.idaho.gov,(208) 799-5010,IDFG,CRLOC-s,Lochsa River,Snake River Basin Steelhead DPS,Clearwater River,CRLOC,Lochsa River,Snake River Spring/Summer-run Chinook Salmon ESU,Wet Clearwater
LRU,NA,INT,Lochsa River Upper Site,Site is located in lower 3km of the mainstem Lochsa River.  Site is comprised of eighteen 20ft. antennas with the electronic enclosure located on river right.  The site consists of a single array of antennas and is channel spanning.  The site contains two IS1001-MC units.  The left unit controls antennas 1-9 (A1-A9) and the right unit controls antennas 10-18 (B1-B9).,Instream Remote Detection System,522.224.120.037.003,906,46.163821,-115.589663,GRA.Clearwater.Lochsa.LRL.LRU,Clearwater,Lochsa,NEW,Adult Est.,No,No,IDFG,IDFG,Unknown,NA,Clearwater,Lochsa River,NA,NA,Lochsa River Upper Site,Instream Remote Detection System,17060303,NA,522.224.120.037.003,906,NA,Site is located in lower 3km of the mainstem Lochsa River.  Site is comprised of eighteen 20ft. antennas with the electronic enclosure located on river right.  The site consists of a single array of antennas and is channel spanning.  The site contains two IS1001-MC units.  The left unit controls antennas 1-9 (A1-A9) and the right unit controls antennas 10-18 (B1-B9).,46.163821,'-115.589663,Jason Fortier,Jason.fortier@idfg.idaho.gov,(208) 799-5010,IDFG,CRLOC-s,Lochsa River,Snake River Basin Steelhead DPS,Clearwater River,CRLOC,Lochsa River,Snake River Spring/Summer-run Chinook Salmon ESU,Wet Clearwater
